From Date,PM10,NO2,CO,Ozone,RH,Temp
9/9/2021 0:00,38.24,7,0.36,24.42,88.5,28.42
10/9/2021 0:00,83.34,71.6,0.3,37.56,84.79,29.27
11/9/2021 0:00,42.17,28.37,0.2,22.87,92.97,27.7
12/9/2021 0:00,36.14,28.37,0.17,29.67,87.42,28.58
13-09-2021 00:00,32.93,28.37,0.18,28.34,96.27,26.97
14-09-2021 00:00,24.26,28.37,0.18,28.45,98.55,25.17
15-09-2021 00:00,18.17,28.37,0.19,27.99,95.72,26.57
16-09-2021 00:00,32.97,28.37,0.32,24.37,92.88,28.15
17-09-2021 00:00,39.83,28.37,0.48,27.6,94.09,27.66
18-09-2021 00:00,47.03,28.37,0.57,20.03,98.71,26.61
19-09-2021 00:00,61.49,28.37,0.58,28.57,93.47,27.47
20-09-2021 00:00,29.06,28.37,0.48,29.2,99.01,24.73
21-09-2021 00:00,20.53,28.37,0.47,30.86,97.49,25.84
22-09-2021 00:00,31.63,28.37,0.55,22.4,98.74,26.2
23-09-2021 00:00,38.01,28.37,0.75,20.99,97.7,26.83
24-09-2021 00:00,61.32,28.37,1.05,33.01,85.95,28.99
25-09-2021 00:00,96.34,28.37,1.1,26.73,94.21,28.17
26-09-2021 00:00,43.12,28.37,0.71,16.81,95.13,27.48
27-09-2021 00:00,34.6,11.19,0.66,17.81,90.52,27.99
28-09-2021 00:00,26.8,11.75,0.55,22.99,96.58,26.27
29-09-2021 00:00,21.69,11.76,0.57,20.5,98.99,25
30-09-2021 00:00,28.19,11.75,0.66,16.57,93.79,27.46
1/10/2021 0:00,25.72,11.78,0.55,18.2,85.57,28.98
2/10/2021 0:00,25.22,11.76,0.54,25.57,87.86,29.03
3/10/2021 0:00,28.73,11.73,0.39,30.29,91.81,28.7
4/10/2021 0:00,48.57,30.03,0.39,41.88,87.68,28.93
5/10/2021 0:00,42.52,11.28,0.43,30.29,87.4,28.54
6/10/2021 0:00,58.12,10.13,0.5,24.82,90.34,28.34
7/10/2021 0:00,65.06,22.36,0.6,30.67,89.18,28.53
8/10/2021 0:00,84.55,10.01,0.87,36.58,86.57,29.18
9/10/2021 0:00,105,9.98,1.16,35.2,88.7,28.76
10/10/2021 0:00,94.04,31.3,1.1,40.89,87.21,29.14
11/10/2021 0:00,129.31,9.93,0.95,57.08,80.53,29.73
12/10/2021 0:00,129.01,33.86,0.97,54.25,82.33,29.31
13-10-2021 00:00,118.38,9.98,1.02,39.31,89.84,29.15
14-10-2021 00:00,52.83,11.75,0.86,34.93,88.53,28.59
15-10-2021 00:00,59.88,13.45,0.79,43.04,83.69,29.55
16-10-2021 00:00,30.05,13.17,0.67,33.86,86.75,28.25
17-10-2021 00:00,22.62,10.92,0.58,26.92,96.49,26.52
18-10-2021 00:00,26.03,10.37,0.6,30.85,99,25.12
19-10-2021 00:00,20.45,10.88,0.61,25.64,99,24.93
20-10-2021 00:00,39.13,11.14,0.83,24.87,98.33,26.49
21-10-2021 00:00,82.64,13.87,1.18,35.33,80.52,27.33
22-10-2021 00:00,91.75,18.67,1.23,46.78,80.25,27.4
23-10-2021 00:00,154.63,31.49,1.76,49.08,79.61,27.1
24-10-2021 00:00,129.67,30.96,1.43,36.33,88.44,26.17
25-10-2021 00:00,126.21,28.45,1.28,35.28,85.71,26.22
26-10-2021 00:00,123.51,26.26,0.73,45.52,80.43,27.12
27-10-2021 00:00,90.9,26.6,0.57,45.93,86.66,27.16
28-10-2021 00:00,91.26,23.71,0.66,37.24,88.32,26.38
29-10-2021 00:00,102.59,20.58,0.56,56.82,75.88,27.37
30-10-2021 00:00,108.29,21.68,0.61,57.9,69.6,26.27
31-10-2021 00:00,116.02,21.39,0.61,71.41,66.95,25.53
1/11/2021 0:00,133.37,21.37,1.04,40,72.34,25.23
2/11/2021 0:00,124.91,18.96,0.96,46.55,68.88,24.94
3/11/2021 0:00,112.97,17.83,0.64,45.24,70.46,24.92
4/11/2021 0:00,161.85,14.87,0.9,50.23,76.87,24.37
5/11/2021 0:00,164.17,23.73,0.65,58.74,72.54,23.94
6/11/2021 0:00,132.17,30.93,0.86,52.39,72.44,23.16
7/11/2021 0:00,142.47,30.45,0.67,51.41,70.1,23.08
8/11/2021 0:00,136.88,31.19,0.7,38.45,72.89,23.19
9/11/2021 0:00,149.04,34.09,0.97,43.76,77.06,23.51
10/11/2021 0:00,142.03,28.94,1.12,41.07,75.94,24.42
11/11/2021 0:00,135.21,30.46,1.09,42.5,75.58,24.95
12/11/2021 0:00,130.38,25.49,0.67,37.1,73.64,25.69
13-11-2021 00:00,80.62,17.9,0.47,49.76,83.21,24.11
14-11-2021 00:00,61.05,15.3,0.44,50.16,88.51,22.85
15-11-2021 00:00,61.78,18.04,0.55,36.65,95.61,21.58
16-11-2021 00:00,101.71,24.45,0.94,40.29,80.56,23.7
17-11-2021 00:00,136.68,29.19,0.89,50.01,75.37,22.83
18-11-2021 00:00,131.57,28.69,0.98,39.5,74.79,22.85
19-11-2021 00:00,144.66,27.67,1.11,45.81,74.87,23.55
20-11-2021 00:00,156.26,28,0.84,44.55,74.62,24.74
21-11-2021 00:00,176.29,30.36,1.08,46.93,80.69,24.68
22-11-2021 00:00,221.63,31.4,1.51,37.88,80.45,25.14
23-11-2021 00:00,173.94,28.83,0.79,39.49,76.4,25.58
24-11-2021 00:00,155.34,31.04,0.72,69.94,59.62,24.57
25-11-2021 00:00,167.57,31.93,0.96,59.42,66.6,23.79
26-11-2021 00:00,160.61,28.76,0.88,72,65.39,23.26
27-11-2021 00:00,188.47,31.13,1.27,47.97,75.39,21.69
28-11-2021 00:00,183,27.86,0.89,40.32,79,21.22
29-11-2021 00:00,155.62,29.89,0.9,38.62,75.48,21.38
30-11-2021 00:00,154.11,33.33,0.83,44.01,75.19,21.47
1/12/2021 0:00,151.95,37.52,1.17,37.2,76.34,21.69
2/12/2021 0:00,197,40.74,1.45,36.69,78.63,21.86
3/12/2021 0:00,168.5,38.15,1.41,39.18,76.48,22.4
4/12/2021 0:00,146.75,35.98,0.67,13.99,93.27,20.81
5/12/2021 0:00,52.26,16.48,0.36,23.87,99,20.32
6/12/2021 0:00,7.9,14.21,0.3,20.64,99.04,20.94
7/12/2021 0:00,47.38,14.38,0.72,14.75,96.38,21.48
8/12/2021 0:00,82.71,20.38,0.7,28.23,90.89,22.16
9/12/2021 0:00,95.53,24.43,0.71,23.08,90.33,21.5
10/12/2021 0:00,97.51,27.53,1.29,33.23,81.55,21.67
11/12/2021 0:00,199.44,29.27,1.64,40.25,81.21,22
12/12/2021 0:00,164.22,28.62,0.84,69.9,74.37,20.34
13-12-2021 00:00,195.11,38.43,1.7,43.85,76.56,18.82
14-12-2021 00:00,217.19,43.32,1.59,34.04,78.2,18.67
15-12-2021 00:00,215.51,50.77,1.2,39.77,76.7,18.19
16-12-2021 00:00,232.2,49.99,1.29,31.36,81.03,18.18
17-12-2021 00:00,181.61,48.89,1.43,35.62,73.7,18.42
18-12-2021 00:00,231.94,48.56,1.84,33.15,80.48,18.45
19-12-2021 00:00,153.19,39.85,0.45,50.7,65.64,17.18
20-12-2021 00:00,135.08,45.35,0.76,60.8,54.29,15.88
21-12-2021 00:00,199.07,44.14,0.97,36.4,75.73,15.99
22-12-2021 00:00,194.35,38.64,1.18,31.18,78.47,17.23
23-12-2021 00:00,232.3,72.05,1.36,31.16,80.87,17.41
24-12-2021 00:00,258.15,70.2,2.04,28.53,79.45,18.18
25-12-2021 00:00,226.12,50.21,1.64,31.1,78.5,19.18
26-12-2021 00:00,222.4,68.63,1.52,32.12,80.62,19.96
27-12-2021 00:00,197.89,51.59,1.99,23.3,84.92,20.15
28-12-2021 00:00,213.78,49.34,1.22,30.54,79.14,20.67
29-12-2021 00:00,193.13,33.14,1.04,29.74,80.11,20.06
30-12-2021 00:00,191.13,25.02,1.12,14.75,91.44,18.34
31-12-2021 00:00,126.77,23.17,1.03,28.28,84.43,18.79
1/1/2022 0:00,162.68,24.84,0.87,34.88,78.19,18.43
2/1/2022 0:00,148.09,25.11,0.58,30.05,86.4,17
3/1/2022 0:00,148.3,27.4,0.81,32.8,80.42,17.5
4/1/2022 0:00,199.12,31.61,0.89,33.49,79.42,16.93
5/1/2022 0:00,198.2,33.25,1.29,31.76,79.83,16.85
6/1/2022 0:00,187.89,32.96,1.26,34.35,80.35,17.95
7/1/2022 0:00,199.93,33.73,1.15,33.1,79.46,18.8
8/1/2022 0:00,163.59,27.07,1.2,35.22,78.78,20.09
9/1/2022 0:00,194.62,21.14,1.19,33.57,80.67,20.44
10/1/2022 0:00,173.96,27.27,1.26,25.74,80.82,21
11/1/2022 0:00,180.55,19.61,0.72,42.99,82.77,21.39
12/1/2022 0:00,88.16,20.31,0.75,15.87,95.68,18.46
13-01-2022 00:00,111.51,21.52,0.61,20.52,89.56,19.71
14-01-2022 00:00,95.14,19.77,0.38,29.76,85.33,18.65
15-01-2022 00:00,108.77,22.92,0.64,31.7,81.52,18.68
16-01-2022 00:00,124.58,26.4,0.33,48.21,75.33,17.63
17-01-2022 00:00,147.06,35.32,0.6,39.91,79.67,16.91
18-01-2022 00:00,160.2,38.97,0.74,38.69,80.48,16.93
19-01-2022 00:00,186.7,41.53,0.77,33.41,81.07,16.62
20-01-2022 00:00,201.33,43,1.02,37.93,78.03,17.01
21-01-2022 00:00,243.72,45.99,1.17,31.69,82.42,18.87
22-01-2022 00:00,147.65,40.8,0.51,30.43,93.84,19.93
23-01-2022 00:00,175.18,41.41,0.86,27.25,91.15,18.88
24-01-2022 00:00,123.94,40.71,0.68,31.6,93.19,18.1
25-01-2022 00:00,149.9,43.02,0.76,33.23,87.82,19.67
26-01-2022 00:00,149.79,42.71,0.5,37.33,84.66,20.19
27-01-2022 00:00,139.58,45.99,0.7,43.11,73.54,18.76
28-01-2022 00:00,149.55,50.66,0.56,53.47,66.2,16.34
29-01-2022 00:00,164.55,51.04,0.76,45.8,73.39,15.92
30-01-2022 00:00,218.57,51.53,1.17,48.77,71.32,16.5
31-01-2022 00:00,156.64,47.21,0.56,54.53,75.79,18.95
1/2/2022 0:00,119.59,46.38,0.71,47.74,76.1,20.56
2/2/2022 0:00,124.78,46.12,0.41,46.53,68.92,22.03
3/2/2022 0:00,83.19,37.14,0.15,34.99,84.41,22.78
4/2/2022 0:00,44.02,33.77,0.15,31.03,96.83,19.04
5/2/2022 0:00,76.68,39.93,0.55,37.71,77.69,18.46
6/2/2022 0:00,102.86,41.79,0.33,55.56,66.81,17.97
7/2/2022 0:00,100.47,41.43,0.48,52.13,72.3,18.71
8/2/2022 0:00,135.01,40.19,0.49,42.68,77.35,20.12
9/2/2022 0:00,148.8,36.8,0.57,36.49,81.71,21.01
10/2/2022 0:00,126.32,35.63,1.06,21.87,93.51,20.11
11/2/2022 0:00,155.34,36.62,0.91,38.28,83.13,19.54
12/2/2022 0:00,119.25,41.65,0.64,52.15,62.96,18.85
13-02-2022 00:00,121.24,41.4,0.42,64.99,62.54,18.96
14-02-2022 00:00,148.91,43.29,0.9,41.89,63.97,19.01
15-02-2022 00:00,192.2,49.56,1.62,49.22,67.92,19.01
16-02-2022 00:00,190.7,52.55,1.42,46.52,68.62,19.58
17-02-2022 00:00,236.9,54.76,1.31,47.89,68.54,20.89
18-02-2022 00:00,190.71,53.78,1.42,48.02,66.58,20.72
19-02-2022 00:00,197.42,54.01,1.38,40.46,58.88,21.24
20-02-2022 00:00,154.63,49.93,1.05,24.7,90,21.21
21-02-2022 00:00,113.43,61.52,0.91,44.27,61.43,22.59
22-02-2022 00:00,131.86,76.96,0.86,40.73,78.04,22.81
23-02-2022 00:00,143.34,73.11,0.9,33.62,80.41,22.68
24-02-2022 00:00,101.36,64.4,0.58,28.37,85.2,23.68
25-02-2022 00:00,127.9,74.51,1.24,12.87,83.74,21.28
26-02-2022 00:00,214.67,76.29,1.33,41.6,73.14,24.05
27-02-2022 00:00,183.76,73.18,0.73,37.43,80.32,23.73
28-02-2022 00:00,101.67,74.9,0.72,43.6,73.36,24.67
1/3/2022 0:00,159.24,83.1,0.69,49.67,63.32,24.86
2/3/2022 0:00,176.59,81.49,0.83,48.13,62.09,25.05
3/3/2022 0:00,188.88,58.62,1.15,50.85,71.33,24.59
4/3/2022 0:00,199.5,64.74,1.25,46.23,63.05,25.05
5/3/2022 0:00,175.61,60.8,0.74,50.24,65.8,25.87
6/3/2022 0:00,137.85,71.27,0.4,67.31,53.1,25.93
7/3/2022 0:00,158.59,71.31,0.79,47.24,63.79,24.55
8/3/2022 0:00,178.72,72.5,0.95,52.34,60.79,24.86
9/3/2022 0:00,212.99,74.51,1.14,49.03,58.92,25.38
10/3/2022 0:00,251.25,73.5,1.41,55.14,60.79,25.53
11/3/2022 0:00,193.57,72.16,0.95,47.9,60.07,25.93
12/3/2022 0:00,200.52,72.77,1.25,46.44,59.08,25.87
13-03-2022 00:00,191.29,72.14,1.24,53.36,58,26.06
14-03-2022 00:00,214.77,74.06,1.56,52.3,59.87,26.45
15-03-2022 00:00,178.15,81.19,1.04,64.68,48.64,28.31
16-03-2022 00:00,107.37,77.2,0.73,74.52,48.34,29.39
17-03-2022 00:00,87.56,61.33,0.68,49.8,65.82,28.69
18-03-2022 00:00,80.09,61.3,0.65,43.72,64.14,28.1
19-03-2022 00:00,75.93,74.59,0.62,62.95,51.18,28.67
20-03-2022 00:00,67.5,58.76,0.5,42.4,72.65,27.96
21-03-2022 00:00,67.25,52.79,0.32,33.59,76.25,28.52
22-03-2022 00:00,69.07,47.6,0.34,31.93,79.05,28.59
23-03-2022 00:00,84.37,47.08,0.35,28.62,82.49,28.61
24-03-2022 00:00,81.91,47.67,0.17,27.48,82.73,28.15
25-03-2022 00:00,75.97,49.32,0.41,24.54,84.23,28.17
26-03-2022 00:00,66.23,45.14,0.81,36.14,86.05,28.42
27-03-2022 00:00,81.42,44.21,0.79,44.03,76.14,29.2
28-03-2022 00:00,86.34,43.7,0.79,31.77,77.24,29.42
29-03-2022 00:00,78.28,44.72,0.8,39.45,78.54,29.43
30-03-2022 00:00,57.07,47.03,0.78,39.45,83.34,28.72
31-03-2022 00:00,54.18,48.02,0.69,39.45,83.93,28.68
1/4/2022 0:00,61.97,49.49,0.65,39.45,83.22,28.77
2/4/2022 0:00,44.8,50.23,0.79,39.45,81.98,28.65
3/4/2022 0:00,41.62,50.54,0.65,39.45,82.85,28.76
4/4/2022 0:00,45.9,52.01,0.67,39.45,81.08,28.57
5/4/2022 0:00,43.92,56.49,0.72,39.45,79.85,28.23
6/4/2022 0:00,45.32,57.93,0.8,39.45,80.53,28.05
7/4/2022 0:00,51.49,55.71,0.68,28.83,82.62,28.37
8/4/2022 0:00,50.62,56.62,0.74,38.59,78.89,28.52
9/4/2022 0:00,31.21,51.33,0.73,35.12,82.62,28.69
10/4/2022 0:00,32.03,49.47,0.7,40.64,82.89,29.02
11/4/2022 0:00,39.53,50.87,0.7,43.86,81.56,29.35
12/4/2022 0:00,40.09,52.12,0.69,41.51,84.7,29.05
13-04-2022 00:00,30.66,49.6,0.67,40.79,83.8,29.16
14-04-2022 00:00,42.03,50.96,0.74,43.9,83.16,29.82
15-04-2022 00:00,86.93,54.63,0.78,64.03,76.13,30.66
16-04-2022 00:00,59.52,51.22,0.78,50.52,81.64,29.98
17-04-2022 00:00,55.23,55.13,0.69,57.18,78.43,29.65
18-04-2022 00:00,48.17,52.55,0.69,55.09,81.29,29.92
19-04-2022 00:00,45.8,54.66,0.65,47.2,81.17,29.54
20-04-2022 00:00,51.77,54.22,0.7,50.27,80.5,29.76
21-04-2022 00:00,49.17,57.71,0.68,42.97,79.63,29.6
22-04-2022 00:00,45.08,61.46,0.74,66.2,75.03,30.04
23-04-2022 00:00,72.47,65.15,0.8,92.77,70.93,31.36
24-04-2022 00:00,69.1,64.43,0.71,77.45,71.61,32.09
25-04-2022 00:00,65.19,62.27,0.79,71.45,75.91,31.6
26-04-2022 00:00,64.88,60.57,0.77,69.04,81.18,30.93
27-04-2022 00:00,64.79,60.67,0.79,70.1,78.77,30.84
28-04-2022 00:00,64.38,61.2,0.78,69.04,80.77,30.72
29-04-2022 00:00,71.58,65.47,0.78,61.55,75.73,30.58
30-04-2022 00:00,83.82,75.36,0.75,52.56,71.95,28.81
1/5/2022 0:00,64.15,80.77,0.77,51.5,70.79,28.36
2/5/2022 0:00,45.78,76.48,0.82,58.65,80.52,27.72
3/5/2022 0:00,39.41,72.58,0.7,69.53,83.25,26.96
4/5/2022 0:00,41.37,77.76,0.93,56.03,78.94,28.42
5/5/2022 0:00,46.02,77.49,0.82,74.35,76.02,28.68
6/5/2022 0:00,52.19,85.41,0.63,65.46,65.06,29.95
7/5/2022 0:00,60.01,78.51,0.37,51.37,72.45,30.03
8/5/2022 0:00,53.68,74.83,0.19,31.47,75.6,29.94
9/5/2022 0:00,15.17,72.66,0.29,23.94,93.09,26.63
10/5/2022 0:00,28.12,69.87,0.28,26.66,92.86,27.75
11/5/2022 0:00,35.19,71,0.36,35.21,95.38,27.38
12/5/2022 0:00,51.62,68.7,0.19,37.61,89.2,28.92
13-05-2022 00:00,57.67,69.61,0.23,43.89,84.74,29.48
14-05-2022 00:00,38.99,71.28,0.26,41.98,85.7,29.33
15-05-2022 00:00,31.57,70.07,0.28,41.52,86.34,29.94
16-05-2022 00:00,41.84,73.94,0.2,35.86,80.28,30.2
17-05-2022 00:00,40.15,72.9,0.22,31.56,80.2,30.51
18-05-2022 00:00,35.49,73.76,0.23,31.46,80.73,30.39
19-05-2022 00:00,43,71.92,0.23,34.47,87.39,29.63
20-05-2022 00:00,46.62,72.09,0.28,37.43,81.69,30.66
21-05-2022 00:00,53.38,72.63,0.35,40.69,77.85,29
22-05-2022 00:00,67.09,75.1,0.65,41.09,75.75,27.9
23-05-2022 00:00,85.17,76.25,0.5,34.14,78.93,29.53
24-05-2022 00:00,56.09,75.85,0.41,35.03,79.41,29.72
25-05-2022 00:00,62.88,77.02,0.28,49.31,75.98,30.18
26-05-2022 00:00,79.55,77.11,0.52,46.62,77.49,29.07
27-05-2022 00:00,122.7,80.09,0.41,47.52,69.16,30.91
28-05-2022 00:00,115.08,79.35,0.46,77.39,69.41,32.01
29-05-2022 00:00,75.02,72.77,0.42,43.13,79.84,29.16
30-05-2022 00:00,80.12,72.15,0.31,42.83,77.44,30.35
31-05-2022 00:00,71.68,73.36,0.43,59.81,84.7,29.94
1/6/2022 0:00,83.36,76.12,0.41,65.54,85.77,29.28
2/6/2022 0:00,62.86,77.27,0.39,87.2,82.68,29.81
3/6/2022 0:00,60.67,77.5,0.42,64.04,86.91,29.09
4/6/2022 0:00,73.14,70.15,0.33,51.07,82.96,30.45
5/6/2022 0:00,58.65,47.57,0.24,47.81,81.92,30.81
6/6/2022 0:00,61.93,39.76,0.24,47.25,80.87,30.81
7/6/2022 0:00,55.77,33.12,0.33,54.4,80.19,30.8
8/6/2022 0:00,63.35,29.42,0.41,52.2,80.5,30.57
9/6/2022 0:00,69.65,23.15,0.23,59.81,83.29,29.93
10/6/2022 0:00,66.77,18.66,0.22,42.74,81.51,28.39
11/6/2022 0:00,83.64,14.41,0.25,47.84,90.62,29.08
12/6/2022 0:00,71.07,11.92,0.31,13.29,89.37,29.17
13-06-2022 00:00,75.22,11.36,0.4,47.24,78.56,31.43
14-06-2022 00:00,58.15,10.23,0.38,50.12,84.77,30.27
15-06-2022 00:00,62.28,12.54,0.32,41.31,89.65,28.93
16-06-2022 00:00,55.39,9.16,0.16,43.04,85.16,29.95
17-06-2022 00:00,41.68,11.13,0.36,31.55,86.66,28.62
18-06-2022 00:00,34.72,10.39,0.15,28.2,93.42,27.53
19-06-2022 00:00,31.88,10.1,0.25,32.86,89.27,28.09
20-06-2022 00:00,37.75,11.64,0.31,25.26,90.39,27.94
21-06-2022 00:00,52.91,11.16,0.3,33.99,83.02,29.18
22-06-2022 00:00,40.04,10.37,0.16,30.4,87.84,28.66
23-06-2022 00:00,31.02,8.98,0.15,33.19,88.38,28.67
24-06-2022 00:00,41.67,6.96,0.3,37.36,94.74,27.85
25-06-2022 00:00,38.97,6.59,0.39,34.23,96.95,27.41
26-06-2022 00:00,26.37,6.02,0.34,29.24,95.71,27.97
27-06-2022 00:00,28.39,5.59,0.23,22.74,81.5,29.84
28-06-2022 00:00,38.85,6.02,0.23,22.66,79.22,30.03
29-06-2022 00:00,37.51,5.23,0.21,28.05,82.37,29.83
30-06-2022 00:00,42.97,5.24,0.35,37.65,88.29,28.89
1/7/2022 0:00,54.3,5.41,0.29,47.55,90.11,28.89
2/7/2022 0:00,47.54,5.34,0.3,39.88,92.08,28.13
3/7/2022 0:00,35.19,3.98,0.31,47.48,93.65,27.8
4/7/2022 0:00,38.33,3.91,0.25,41.01,84.93,29.89
5/7/2022 0:00,27.52,3.36,0.15,23.4,89.78,28.94
6/7/2022 0:00,24.35,3.45,0.22,19.41,93.14,28.3
7/7/2022 0:00,35.76,3.24,0.21,33.41,83.54,29.76
8/7/2022 0:00,35.63,3.5,0.16,43.89,86.96,29.39
9/7/2022 0:00,36.06,3.36,0.19,38.22,86.86,28.98
10/7/2022 0:00,31.23,2.92,0.3,46.09,95.11,27.62
11/7/2022 0:00,32.48,2.97,0.25,48.77,88.54,28.86
12/7/2022 0:00,29.87,3.38,0.28,48.7,92.52,28.54
13-07-2022 00:00,24.66,3.71,0.3,45.73,92.58,28.54
14-07-2022 00:00,22.29,3.91,0.28,45.54,93.09,28.33
15-07-2022 00:00,20.59,3.58,0.13,44.28,88.01,29.18
16-07-2022 00:00,14.85,3.76,0.25,35.03,94.27,28.44
17-07-2022 00:00,14.04,3.26,0.21,37.6,92.59,28.6
18-07-2022 00:00,20.23,4.24,0.2,35.48,86.81,28.99
19-07-2022 00:00,26.28,4.81,0.27,45.37,87.68,29.21
20-07-2022 00:00,36.04,4.46,0.3,52.16,87.48,29.4
21-07-2022 00:00,28.19,3.75,0.26,63.56,91.35,28.99
22-07-2022 00:00,22.01,4.43,0.24,50.72,90.14,28.96
23-07-2022 00:00,17.67,4.45,0.25,46.89,95.87,27.47
24-07-2022 00:00,13.18,3.92,0.22,43.89,98.06,26.18
25-07-2022 00:00,17.63,4.25,0.28,41.71,96.25,26.99
26-07-2022 00:00,21.83,4.35,0.22,38.96,87.09,28.27
27-07-2022 00:00,24.17,4.07,0.29,42.77,93.53,28.1
28-07-2022 00:00,26.52,4.36,0.24,44.19,86.57,29.33
29-07-2022 00:00,28.74,5.14,0.27,51.02,90.11,29.19
30-07-2022 00:00,23.64,4.15,0.18,48.1,80.67,30.17
31-07-2022 00:00,34.78,3.88,0.24,60.48,92.9,29.18
1/8/2022 0:00,45.37,5.45,0.27,55.94,86.2,29.85
2/8/2022 0:00,42.39,6.71,0.45,44.28,91.41,28.76
3/8/2022 0:00,35.03,4.92,0.37,45,93.98,28.34
4/8/2022 0:00,27.81,4.38,0.24,41.56,88.45,28.82
5/8/2022 0:00,15.47,3.81,0.25,38.14,87.22,29.22
6/8/2022 0:00,13.73,3.57,0.26,33.98,93.96,28.35
7/8/2022 0:00,12.45,3.14,0.16,7.65,90.75,28.58
8/8/2022 0:00,12.72,3.29,0.21,6.46,92.89,28.08
9/8/2022 0:00,13.37,2.36,0.15,13.29,96.36,26.91
10/8/2022 0:00,15.78,4.39,0.28,24.59,97.17,26.76
11/8/2022 0:00,23.65,5.33,0.31,24.29,97.02,26.51
12/8/2022 0:00,41.78,6.38,0.33,33.36,90.03,28.27
13-08-2022 00:00,44.36,4.45,0.31,34.12,88.57,28.72
14-08-2022 00:00,17.44,2.75,0.15,38.49,97.86,26.42
15-08-2022 00:00,32.82,3.8,0.27,37.47,96.31,27.55
16-08-2022 00:00,53.05,6.36,0.2,42.74,80.65,29.93
17-08-2022 00:00,64.76,6.33,0.35,62.68,81.74,30.79
18-08-2022 00:00,73.02,6.03,0.35,55.12,83.88,30.52
19-08-2022 00:00,29.8,4.3,0.25,35.91,96.43,26.76
20-08-2022 00:00,29.64,4.09,0.18,42.92,97.09,26.74
21-08-2022 00:00,45.97,4.05,0.23,46.26,92.89,28.77
22-08-2022 00:00,56.14,7.07,0.45,43.51,90.5,28.97
23-08-2022 00:00,52.94,6.67,0.68,39.18,93.29,27.81
24-08-2022 00:00,32.65,5.25,0.28,29.83,97,26.68
25-08-2022 00:00,43.76,3.74,0.22,49.39,85.47,28.75
26-08-2022 00:00,54.64,2.74,0.26,60.57,83.12,29.55
27-08-2022 00:00,58.2,2.6,0.28,69.47,92.58,28.86
28-08-2022 00:00,40.36,1.91,0.16,59.55,88.77,28.75
29-08-2022 00:00,35.66,3.32,0.17,42.07,81.07,30.11
30-08-2022 00:00,37.53,5.16,0.19,29.79,80.67,30.2
31-08-2022 00:00,39.61,5.69,0.16,31.76,81.22,30.32
1/9/2022 0:00,38.41,5.35,0.2,28.14,80.61,30.26
2/9/2022 0:00,56.4,7.9,0.2,33.93,80.39,30.32
3/9/2022 0:00,42.74,11.46,0.21,41.79,88.27,26.17
4/9/2022 0:00,67.45,12.11,0.26,55.32,87.3,26.17
5/9/2022 0:00,53.2,10.02,0.2,63.36,83.97,26.17
6/9/2022 0:00,70.17,19.11,0.7,46.85,92.99,26.17
7/9/2022 0:00,62.25,14.08,0.29,34.38,80.61,26.17
8/9/2022 0:00,26.71,9.82,0.27,39.72,80.95,26.17
9/9/2022 0:00,42.66,11.59,0.38,51.4,85.09,26.17
10/9/2022 0:00,22.18,7.29,0.18,33.21,91.07,26.17
11/9/2022 0:00,17.86,6.58,0.14,30.59,96.63,26.17
12/9/2022 0:00,16.6,9.76,0.19,32.34,99,26.17
13-09-2022 00:00,21.69,8.96,0.24,35.07,99,26.17
14-09-2022 00:00,32,9.21,0.25,39.43,97.61,26.17
15-09-2022 00:00,49.67,11.55,0.23,35.83,96.78,26.17
16-09-2022 00:00,42.78,10.76,0.14,35.84,88.32,26.17
17-09-2022 00:00,99.08,28.37,0.85,39.45,78.75,26.17
18-09-2022 00:00,99.08,28.37,0.48,42.73,87.46,26.17
19-09-2022 00:00,29.97,4.12,0.24,48.09,93.23,26.17
20-09-2022 00:00,26.43,4.14,0.31,36.23,97.82,26.17
21-09-2022 00:00,36.35,4.12,0.28,41.11,90.42,26.17
22-09-2022 00:00,40.24,3.97,0.32,47.39,86.93,26.17
23-09-2022 00:00,49.94,3.37,0.26,51.94,85.24,26.17
24-09-2022 00:00,50.4,3.18,0.24,40.52,82.96,26.17
25-09-2022 00:00,44.3,3.19,0.24,34.46,80.92,26.17
26-09-2022 00:00,48.5,2.85,0.34,33.48,86.57,26.17
27-09-2022 00:00,68.86,2.97,0.45,37.2,87.71,26.17
28-09-2022 00:00,70.42,2.83,0.76,36.07,93.31,26.17
29-09-2022 00:00,100.6,3.26,0.9,44.45,83.28,26.17
30-09-2022 00:00,81.12,4.29,0.83,62.76,85.79,26.17
1/10/2022 0:00,84.29,4.24,0.64,54.09,85.44,26.17
2/10/2022 0:00,46.21,3.77,0.58,27.84,94.41,26.17
3/10/2022 0:00,33.8,3.71,0.51,12.73,96.19,26.17
4/10/2022 0:00,27.09,3.36,0.35,13.64,90.95,26.17
5/10/2022 0:00,23.85,3.19,0.34,12.31,91.33,26.17
6/10/2022 0:00,19.62,3.03,0.33,9.55,91.77,26.17
7/10/2022 0:00,30.48,2.92,0.44,10.26,90.43,26.17
8/10/2022 0:00,33.76,2.47,0.43,16.59,79.84,26.17
9/10/2022 0:00,21.54,2.9,0.26,13.4,82.35,26.17
10/10/2022 0:00,23.52,2.73,0.24,15.42,83.05,26.17
11/10/2022 0:00,31.28,3.76,0.29,21.03,86.08,26.17
12/10/2022 0:00,25.25,5.47,0.46,35.29,88.04,26.17
13-10-2022 00:00,43.79,6.81,0.51,39.6,84.24,26.17
