From Date,PM10,NO2,Ozone,CO,Temp,RH
2/11/2023 0:00,59.29,33.45,30.06,0.59,23.74,74.91
3/11/2023 0:00,72.37,33.97,28.1,0.66,23.74,79.16
4/11/2023 0:00,82.72,33.39,34.06,0.59,23.74,80.5
5/11/2023 0:00,85.02,35.56,33.27,0.65,23.74,79.53
6/11/2023 0:00,87.4,34.87,34.11,0.65,23.74,79.55
7/11/2023 0:00,83.55,35.36,34.43,0.69,23.74,76.4
8/11/2023 0:00,100.01,38.43,31.37,0.78,23.74,74.26
9/11/2023 0:00,110.14,38.07,33.47,0.78,23.74,76.58
10/11/2023 0:00,104.2,41.89,28.85,0.67,23.74,74.56
11/11/2023 0:00,91.46,38.01,30.02,0.69,23.74,73.65
12/11/2023 0:00,128.92,36.09,27.28,0.64,23.74,72.83
13-11-2023 00:00,120.64,36.26,23.85,0.67,23.74,71.34
14-11-2023 00:00,81.46,36.78,23.92,0.75,23.74,69.19
15-11-2023 00:00,66.9,34.5,25.56,0.6,23.74,66.38
16-11-2023 00:00,56.04,37.02,34.22,0.51,23.74,44.76
17-11-2023 00:00,57.04,38.25,28.57,0.6,23.74,53.55
18-11-2023 00:00,68.04,35.85,25.74,0.69,23.74,74.74
19-11-2023 00:00,85.91,31.14,30.88,0.64,23.74,75.22
20-11-2023 00:00,125.09,34.1,27.11,0.81,23.74,74.53
21-11-2023 00:00,86.33,33.29,35.22,0.58,23.74,78.25
22-11-2023 00:00,131,38.73,37.66,0.92,23.74,80.45
23-11-2023 00:00,134.14,40.68,34.55,0.81,23.74,80.08
24-11-2023 00:00,97.77,36.4,29.68,0.67,23.74,77.98
25-11-2023 00:00,102.24,41.26,25.49,0.7,23.74,75.16
26-11-2023 00:00,69.42,37.44,25.65,0.63,23.74,67.66
27-11-2023 00:00,76.49,37.67,25.81,0.69,23.74,62.39
28-11-2023 00:00,79.71,42.09,19.84,0.61,23.74,66.3
29-11-2023 00:00,83.54,41.33,28.96,0.77,23.74,70.65
30-11-2023 00:00,101.6,42.23,28.06,0.68,23.74,74.84
1/12/2023 0:00,85.13,43.54,20.3,0.65,23.74,77.82
2/12/2023 0:00,85.25,43.13,23.42,0.71,23.74,73.01
3/12/2023 0:00,89.14,42.35,27.44,0.77,23.74,72.16
4/12/2023 0:00,76.62,42.22,25.92,0.73,23.74,72.75
5/12/2023 0:00,98.33,42.43,28.17,0.73,23.74,76.15
6/12/2023 0:00,91.98,41.86,22.23,0.75,23.74,79.65
7/12/2023 0:00,99.04,36.35,19.7,0.76,23.74,85.97
8/12/2023 0:00,101.76,28.08,22.95,0.78,23.74,90.86
9/12/2023 0:00,145.19,27.89,22.07,0.84,23.74,96.34
10/12/2023 0:00,129.85,30.51,28.11,0.94,23.74,93.44
11/12/2023 0:00,107.49,35.95,24.47,0.88,23.74,85.44
12/12/2023 0:00,91.8,35.69,23.49,0.81,23.74,78.44
13-12-2023 00:00,101.63,38.81,26.94,0.68,23.74,79.97
14-12-2023 00:00,97.49,45.48,27.51,0.81,23.74,79.53
15-12-2023 00:00,114.74,42.63,30.15,0.94,23.74,81.23
16-12-2023 00:00,117.06,45.47,30.71,0.83,23.74,75.46
17-12-2023 00:00,94.78,43.55,27.99,0.82,23.74,75.33
18-12-2023 00:00,111.8,47.46,28.11,0.91,23.74,77.55
19-12-2023 00:00,104.9,46.35,23.23,0.79,23.74,73.95
20-12-2023 00:00,83.59,49.21,24.37,0.76,23.74,70.89
21-12-2023 00:00,88.6,49.27,21.58,0.77,23.74,70.63
22-12-2023 00:00,69.8,45.76,21.15,0.66,23.74,61.38
23-12-2023 00:00,71.38,46.92,20.32,0.76,23.74,60.54
24-12-2023 00:00,92.78,47.22,22.14,0.78,23.74,66.69
25-12-2023 00:00,106.59,47.41,23.77,1.07,23.74,71.74
26-12-2023 00:00,90.34,46.3,25.37,0.79,23.74,77.76
27-12-2023 00:00,95.59,47.01,25.1,0.76,23.74,77
28-12-2023 00:00,78.39,52.99,25.61,0.58,23.74,75.07
29-12-2023 00:00,116.05,60.41,26.88,0.81,23.74,73.68
30-12-2023 00:00,92.64,38.99,24.34,0.77,23.74,83.75
31-12-2023 00:00,88.89,26.63,20.66,0.95,23.74,92.43
1/1/2024 0:00,92.04,29.35,16.39,0.91,23.74,94.69
2/1/2024 0:00,111.51,29.87,21.72,1.15,23.74,91
3/1/2024 0:00,111.73,25.43,28.48,0.65,23.74,71.55
4/1/2024 0:00,93.98,29.54,23.74,0.61,23.74,79.66
5/1/2024 0:00,93.98,29.54,26.75,0.55,23.74,79.66
6/1/2024 0:00,93.98,29.54,28.1,0.88,23.74,79.66
7/1/2024 0:00,93.98,29.54,23.74,1.21,23.74,79.66
8/1/2024 0:00,243.71,35.35,22.53,1.32,23.74,91.3
9/1/2024 0:00,148.78,35.65,15.89,0.95,23.74,96.82
10/1/2024 0:00,108.86,30.39,16.26,0.88,23.74,97.57
11/1/2024 0:00,120.81,19.95,21.32,0.94,23.74,97.53
12/1/2024 0:00,168.06,30.15,18.23,1.26,23.74,95.72
13-01-2024 00:00,155.77,32.57,18.86,1.01,23.74,92.31
14-01-2024 00:00,136.71,30.5,21.17,1.19,23.74,85.79
15-01-2024 00:00,160.41,29.65,24.7,1.18,23.74,86.17
16-01-2024 00:00,134.54,24.44,12.46,1.15,23.74,97.6
17-01-2024 00:00,141.69,31.31,16.14,1.16,23.74,97.14
18-01-2024 00:00,140.09,30.85,24.43,0.97,23.74,87.36
19-01-2024 00:00,151.95,29.94,20.51,1.03,23.74,88.91
20-01-2024 00:00,139.5,26.07,21.46,1.04,23.74,87.81
21-01-2024 00:00,142.13,23.02,15.84,0.93,23.74,97.55
22-01-2024 00:00,118.01,21.62,26.01,0.82,23.74,86.72
23-01-2024 00:00,145.31,29.44,28.42,0.85,23.74,77.18
24-01-2024 00:00,153.93,30.78,21.55,1.08,23.74,86.66
25-01-2024 00:00,169.23,36.45,15.38,1.12,23.74,95.57
26-01-2024 00:00,144.66,36.2,25.23,1.14,23.74,85.85
27-01-2024 00:00,150.94,34.77,25.64,1.21,23.74,84.03
28-01-2024 00:00,197.85,49.45,31.98,1.24,23.74,74.83
29-01-2024 00:00,146.9,50.78,28.87,0.95,23.74,74.2
30-01-2024 00:00,176.58,66.04,30.24,1.1,23.74,72.67
31-01-2024 00:00,177.88,67.61,25.36,1.03,23.74,79.13
1/2/2024 0:00,147.69,57.33,25.75,0.85,23.74,76.51
2/2/2024 0:00,132.46,44.96,33.29,0.65,23.74,76.04
3/2/2024 0:00,166.13,54.92,28.71,0.88,23.74,77.07
4/2/2024 0:00,132.48,47.42,35.28,0.8,23.74,69.42
5/2/2024 0:00,151.71,52.81,28.49,0.87,23.74,75.93
6/2/2024 0:00,115.36,37.71,31.22,0.62,23.74,78.37
7/2/2024 0:00,126.97,43.97,20.09,0.89,23.74,92.15
8/2/2024 0:00,136.3,44.98,29.14,0.8,23.74,81.9
9/2/2024 0:00,176.73,57.87,22.57,1,23.74,84.95
10/2/2024 0:00,144.35,50.39,30.91,0.82,23.74,68.65
11/2/2024 0:00,153.83,49.96,31.04,0.92,23.74,67.87
12/2/2024 0:00,152.24,48.51,32.15,0.85,23.74,61.62
13-02-2024 00:00,119.85,63.83,31.64,0.76,23.74,56.13
14-02-2024 00:00,158.48,60.39,26.5,0.97,23.74,72.39
15-02-2024 00:00,166.82,57.54,30.77,0.92,23.74,73.95
16-02-2024 00:00,134.89,47.71,33.98,0.78,23.74,75.07
17-02-2024 00:00,187.49,54.17,20.14,1.14,23.74,89.99
18-02-2024 00:00,145.6,51.03,28.5,0.92,23.74,81.67
19-02-2024 00:00,154.15,61.09,31.88,0.83,23.74,68.91
20-02-2024 00:00,159.55,63.02,31.66,0.92,23.74,66.13
21-02-2024 00:00,185.1,55.52,21.85,0.95,23.74,94.15
22-02-2024 00:00,142.01,49.54,20.06,0.75,23.74,90.63
23-02-2024 00:00,118.44,38.82,35.65,0.6,23.74,74.44
24-02-2024 00:00,89.23,36.3,49.82,0.6,23.74,42.1
25-02-2024 00:00,129.2,51.23,38.96,0.79,23.74,58.55
26-02-2024 00:00,128.61,51.15,35.44,0.75,23.74,67.4
27-02-2024 00:00,132.52,51.56,35.19,0.66,23.74,63.58
28-02-2024 00:00,128.42,49.09,35.79,0.77,23.74,65.91
29-02-2024 00:00,155.73,49.58,37.13,0.77,23.74,67.81
,93.94280863,29.54071698,29.07831176,0.723654987,23.74455526,79.66154178
